id,fecha,usuario,texto,tema,sentimiento,likes,reposts,texto_rag
3632,2023-11-26,user_37626,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.",Cultura de lo efímero y proyectos de vida,positivo,17920,971,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas."
3633,2022-07-09,user_89920,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,negativo,1986,2236,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
3634,2024-03-04,user_58076,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Generación Z y crisis de sentido,positivo,4812,2856,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
3635,2023-06-19,user_20318,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,IA y pérdida de autonomía humana,positivo,9654,4804,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
3636,2024-03-24,user_21886,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,negativo,5643,2972,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
3637,2023-10-05,user_95869,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,IA y pérdida de autonomía humana,positivo,11231,3757,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
3638,2022-03-14,user_51919,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,Cultura de lo efímero y proyectos de vida,neutral,10124,210,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
3639,2022-07-07,user_49421,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Generación Z y crisis de sentido,neutral,15220,1634,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
3640,2024-05-04,user_85534,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,positivo,19888,27,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
3641,2023-03-20,user_7221,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Generación Z y crisis de sentido,positivo,3924,876,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
3642,2023-11-15,user_61195,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,neutral,18504,619,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
3643,2023-10-04,user_73114,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,Cultura de lo efímero y proyectos de vida,negativo,6686,4509,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
3644,2022-10-22,user_80372,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,negativo,15741,2874,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.
3645,2022-06-24,user_29330,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,neutral,8864,2313,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
3646,2023-05-26,user_47236,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.",IA y pérdida de autonomía humana,negativo,2049,257,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok."
3647,2022-09-27,user_73709,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,neutral,13836,1115,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
3648,2023-10-11,user_95068,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",IA y pérdida de autonomía humana,positivo,8726,2334,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
3649,2022-07-12,user_5408,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Generación Z y crisis de sentido,positivo,11379,4094,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
3650,2023-06-21,user_97160,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Cultura de lo efímero y proyectos de vida,positivo,10297,2884,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
3651,2023-02-08,user_78185,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,neutral,8315,1160,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
3652,2022-06-11,user_13644,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,positivo,6889,4041,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
3653,2022-03-03,user_72376,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,neutral,17574,4115,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
3654,2023-02-15,user_73531,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,negativo,15417,1797,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
3655,2023-07-28,user_20126,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Cultura de lo efímero y proyectos de vida,neutral,11905,4891,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
3656,2022-03-28,user_700,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta? antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Cultura de lo efímero y proyectos de vida,positivo,14115,531,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta? antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
3657,2023-03-29,user_62793,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",IA y pérdida de autonomía humana,neutral,14181,314,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
3658,2023-02-02,user_30240,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,negativo,7365,1155,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
3659,2023-11-13,user_65800,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,negativo,12574,2672,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
3660,2024-06-06,user_60337,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,negativo,393,1229,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.
3661,2023-06-01,user_76455,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?",IA y pérdida de autonomía humana,positivo,1224,875,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?"
3662,2023-12-21,user_48478,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,negativo,10393,185,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
3663,2022-02-05,user_46622,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Generación Z y crisis de sentido,neutral,4346,976,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
3664,2023-02-22,user_48760,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.,Cultura de lo efímero y proyectos de vida,negativo,6342,2626,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.
3665,2024-02-21,user_42307,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,positivo,6157,4324,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
3666,2024-03-08,user_68653,"no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,negativo,9466,2685,"no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
3667,2022-10-16,user_11473,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Cultura de lo efímero y proyectos de vida,neutral,5681,636,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
3668,2022-01-14,user_87926,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,negativo,19888,961,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
3669,2022-05-20,user_15990,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Generación Z y crisis de sentido,neutral,6976,3145,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
3670,2022-11-04,user_88790,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,negativo,9089,4321,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
3671,2024-01-15,user_78315,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,negativo,19138,4377,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
3672,2023-06-22,user_13987,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Generación Z y crisis de sentido,positivo,13684,1298,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
3673,2022-08-05,user_26265,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,neutral,5681,4386,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
3674,2023-06-17,user_4149,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,neutral,6806,4485,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
3675,2023-09-17,user_95248,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,IA y pérdida de autonomía humana,neutral,17477,1589,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
3676,2022-11-23,user_46131,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,positivo,6747,1457,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
3677,2022-05-21,user_94279,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,neutral,15117,1714,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
3678,2022-12-13,user_82819,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,negativo,3194,3281,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
3679,2022-08-22,user_48593,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,positivo,166,1160,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
3680,2023-02-20,user_87075,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",IA y pérdida de autonomía humana,neutral,5984,1502,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
3681,2022-05-19,user_98145,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,Cultura de lo efímero y proyectos de vida,neutral,9206,894,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
3682,2024-04-23,user_42407,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,neutral,16636,435,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
3683,2022-09-04,user_60229,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.,Generación Z y crisis de sentido,neutral,4331,722,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.
3684,2024-05-14,user_6958,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,neutral,11593,573,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
3685,2023-03-19,user_60192,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,positivo,11153,2205,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
3686,2023-04-23,user_78909,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,negativo,1365,2490,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
3687,2022-06-30,user_69060,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?",Generación Z y crisis de sentido,neutral,17498,2232,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?"
3688,2022-09-28,user_64452,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,1840,2309,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
3689,2023-11-16,user_52560,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,Cultura de lo efímero y proyectos de vida,neutral,18902,4203,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
3690,2024-06-09,user_56663,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,IA y pérdida de autonomía humana,negativo,536,4293,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
3691,2023-09-28,user_99356,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,positivo,17113,3089,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
3692,2023-06-08,user_70459,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Cultura de lo efímero y proyectos de vida,neutral,12795,3971,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
3693,2023-04-29,user_11644,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,positivo,3469,2472,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
3694,2023-03-27,user_23509,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,neutral,9777,1600,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
3695,2023-09-30,user_84878,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,IA y pérdida de autonomía humana,negativo,583,4398,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
3696,2023-07-11,user_36818,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,IA y pérdida de autonomía humana,positivo,6735,1893,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
3697,2023-07-16,user_85739,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,neutral,2138,3291,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
3698,2022-05-24,user_43656,"estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,positivo,6333,2879,"estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
3699,2023-11-29,user_44782,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,IA y pérdida de autonomía humana,negativo,12036,555,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
3700,2023-01-08,user_31724,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,16163,263,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
3701,2022-09-01,user_18805,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Cultura de lo efímero y proyectos de vida,positivo,10878,699,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
3702,2023-11-22,user_81735,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,negativo,3190,744,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
3703,2022-09-20,user_49943,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,positivo,8154,647,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
3704,2023-11-08,user_91322,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",IA y pérdida de autonomía humana,negativo,8934,3829,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
3705,2022-02-15,user_35356,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,neutral,195,80,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
3706,2022-02-04,user_71398,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Generación Z y crisis de sentido,neutral,12913,742,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
3707,2024-03-08,user_42245,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,neutral,17769,3953,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
3708,2023-01-05,user_90,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,negativo,7574,4022,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
3709,2023-03-10,user_70858,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?",Cultura de lo efímero y proyectos de vida,neutral,19873,3395,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?"
3710,2023-05-21,user_29127,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Generación Z y crisis de sentido,negativo,5454,2748,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
3711,2022-08-08,user_38883,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Generación Z y crisis de sentido,negativo,1660,3884,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
3712,2022-04-17,user_84957,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?",IA y pérdida de autonomía humana,negativo,1467,3332,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?"
